datazone,retailer_count,total_population,simd_decile,simd_rank,simd_quintile,income_rank,health_rank,employment_rank,education_rank,access_rank,crime_rank,housing_rank,alcohol_admissions,drug_admissions,smoking_rate,urban_rural,retailers_adj,income_quintile,access_quintile,urban_rural_2cat
S01012822,14,557,1,468,1,614,443,437,512,6698,357,379,323,187,26.09,Large Urban,25.134649910233396,Most deprived,Least deprived,Urban
S01012823,10,913,8,5410,4,5024,5115,5184,3820,3967,5137,5222,47,0,3.85,Large Urban,10.95290251916758,Fourth,Third,Urban
S01012824,16,613,5,2893,3,2669,2404,2935.5,2847,3044,4233,4333.5,124,68,20,Large Urban,26.10114192495922,Second,Third,Urban
S01012825,15,439,2,832,1,896,1264,449,1902,6737,182,3733,208,123,30.77,Large Urban,34.16856492027335,Most deprived,Least deprived,Urban
S01012826,10,591,1,155,1,109,70,294,203,4313,3348,803,434,253,7.69,Large Urban,16.920473773265652,Most deprived,Fourth,Urban
S01012827,13,723,8,4894,4,4234,5267,4952,4441,2200,4380,4759,12,16,0,Large Urban,17.98063623789765,Fourth,Second,Urban
S01012828,21,921,9,6193,5,6172.5,6256,6470,5405,1499,6072,6418.5,9,0,3.39,Large Urban,22.80130293159609,Least deprived,Second,Urban
S01012829,26,775,1,243,1,247,323,540,45,2900,1567,1246,85,103,18.52,Large Urban,33.54838709677419,Most deprived,Third,Urban
S01012830,19,717,3,1765,2,1611.5,1672,1703,1575,2730,4904,4763,70,25,4.76,Large Urban,26.499302649930264,Second,Second,Urban
S01012831,18,605,2,1152,1,964,1000,1092,935,5345,5460,2313,242,141,0,Large Urban,29.75206611570248,Most deprived,Fourth,Urban
S01012832,13,570,2,1375,1,1145,1316,1313,1833,3102,3496,2187,114,186,12.5,Large Urban,22.80701754385965,Most deprived,Third,Urban
S01012833,17,743,2,950,1,933,588,1114,978,5118,1808,899,152,200,12.5,Large Urban,22.88021534320323,Most deprived,Fourth,Urban
S01012834,17,654,2,1310,1,1582,808,841,2261,5244,2173,1543,219,148,17.86,Large Urban,25.99388379204893,Second,Fourth,Urban
S01012835,25,870,3,1628,2,1590,634,1427,3477,6009,1769,3109,416,112,10.71,Large Urban,28.735632183908045,Second,Least deprived,Urban
S01012836,12,732,8,5162,4,4764,4705,5758,5525,1141,5476,6715,11,0,9.09,Large Urban,16.393442622950822,Fourth,Most deprived,Urban
S01012837,11,696,1,257,1,256,433,291,228,2701,2353,1120,304,140,25,Large Urban,15.804597701149428,Most deprived,Second,Urban
S01012838,12,941,1,63,1,68,118,109,101,1638,1971,2792,427,313,22.45,Large Urban,12.752391073326248,Most deprived,Second,Urban
S01012839,8,602,7,4747,4,5154,4164,4426,4389,1696,5113,4220,61,107,23.08,Large Urban,13.289036544850498,Fourth,Second,Urban
S01012840,11,888,9,5968,5,5715,5975,6203,6249,1328,5554,5998,43,14,0,Large Urban,12.387387387387388,Least deprived,Most deprived,Urban
S01012841,12,551,8,5439,4,5929,4385,4979.5,5820,2046,4253,5185.5,28,29,13.33,Large Urban,21.77858439201452,Least deprived,Second,Urban
S01012842,11,416,8,5272,4,5907,4389,4790,5141,2735,3156,2864,32,41,0,Large Urban,26.442307692307693,Least deprived,Second,Urban
S01012843,28,950,10,6587,5,6259,5557,6238,6041,3975,4824,5866,84,35,0,Large Urban,29.473684210526315,Least deprived,Third,Urban
S01012844,17,666,10,6841,5,5889.5,6197,6464,6771,4610,6796.5,6947,82,0,0,Large Urban,25.525525525525527,Least deprived,Fourth,Urban
S01012845,27,780,6,3934,3,3495.5,2766,3087,5600,5929,2499,5853,72,0,4.55,Large Urban,34.61538461538462,Third,Least deprived,Urban
S01012846,34,904,1,690,1,514,509,766,1456,6699,433,1662,311,249,17.24,Large Urban,37.61061946902655,Most deprived,Least deprived,Urban
S01012847,19,540,5,3358,3,2464.5,1996,3425.5,4497,5796,4553,3972,173,30,10,Large Urban,35.18518518518519,Second,Least deprived,Urban
S01012848,12,708,8,5004,4,4396,2804,4704,5072,4760,6814,5684,301,97,6.45,Large Urban,16.949152542372882,Fourth,Fourth,Urban
S01012849,13,652,3,1807,2,1450,1555,1764,2363,4373,2596,1973,133,55,4.35,Large Urban,19.938650306748464,Second,Fourth,Urban
S01012850,16,753,3,1842,2,2142,1245,1695,2034,4214,1653,1433,127,114,23.53,Large Urban,21.248339973439577,Second,Fourth,Urban
S01012851,17,795,6,3557,3,3445,2522,2905,3911,5628,4379,2419,58,23,7.14,Large Urban,21.383647798742135,Third,Least deprived,Urban
S01012852,20,683,10,6622,5,6068.5,5666,5811,5695,5973,5056,6592,26,23,0,Large Urban,29.282576866764277,Least deprived,Least deprived,Urban
S01012853,27,749,8,5225,4,4560,3893,4775.5,4882,4910,5240,5042,27,25,18.18,Large Urban,36.048064085447265,Fourth,Fourth,Urban
S01012854,17,769,10,6418,5,5842,4993,5576,5767,6576,5294,4433,51,19,5.26,Large Urban,22.106631989596877,Least deprived,Least deprived,Urban
S01012855,21,585,8,5118,4,4812,4102,4153,5245,6459,2650.5,3759,66,61,5.26,Large Urban,35.8974358974359,Fourth,Least deprived,Urban
S01012856,34,747,2,1232,1,1245,569,1126,2503,4848,877,2460,201,240,20,Large Urban,45.51539491298527,Most deprived,Fourth,Urban
S01012857,20,867,2,1137,1,1042,1082,757,2101,6312,1760,1134,176,223,10,Large Urban,23.06805074971165,Most deprived,Least deprived,Urban
S01012858,31,680,1,554,1,676,419,548,391,6007,1793,1541,237,115,23.08,Large Urban,45.588235294117645,Most deprived,Least deprived,Urban
S01012859,23,1075,4,2251,2,2754,1819,2441,2498,3069,864,969,158,257,3.45,Large Urban,21.395348837209305,Second,Third,Urban
S01012860,21,1002,6,4064,3,3097,2856,3909,4225,6488,4348,3932,57,0,0,Large Urban,20.958083832335326,Third,Least deprived,Urban
S01012861,20,625,7,4714,4,4367,3863,4134,4565,5735,2344,3073,96,25,0,Large Urban,32,Fourth,Least deprived,Urban
S01012862,31,561,1,214,1,364,262,92,671,5845,110,812,470,435,25,Large Urban,55.258467023172905,Most deprived,Least deprived,Urban
S01012863,36,680,1,381,1,452,278,293,1647,5994,122,312,371,139,16,Large Urban,52.94117647058823,Most deprived,Least deprived,Urban
S01012864,30,719,1,474,1,461,570,427,1393,3351,215,576,199,379,30.43,Large Urban,41.724617524339365,Most deprived,Third,Urban
S01012865,15,735,4,2655,2,2124,1995,2986,3236,3202,4948,2410,243,44,14.29,Large Urban,20.40816326530612,Second,Third,Urban
S01012866,18,745,4,2335,2,1814,2358,2318,3014,4728,2147,3180,152,40,20.69,Large Urban,24.161073825503355,Second,Fourth,Urban
S01012867,20,673,1,559,1,490,510,963,373,5030,880,663,164,285,28.57,Large Urban,29.717682020802375,Most deprived,Fourth,Urban
S01012868,10,584,2,900,1,1371.5,684,1296,319,5121,563,716,267,142,37.5,Large Urban,17.123287671232877,Most deprived,Fourth,Urban
S01012869,12,586,1,210,1,229,214,472,43,4803,484,767,345,752,33.33,Large Urban,20.477815699658706,Most deprived,Fourth,Urban
S01012870,17,886,5,3198,3,3120,2947,2715,3387,3399,4436,3582,81,97,0,Large Urban,19.187358916478555,Third,Third,Urban
S01012871,16,790,6,4173,3,3421,3508,3478,4214,6170,4858,3439,24,21,13.04,Large Urban,20.253164556962027,Third,Least deprived,Urban
S01012872,16,703,6,3604,3,2664,3449,3443,3635,6112,3839,2237,123,37,31.58,Large Urban,22.75960170697013,Second,Least deprived,Urban
S01012873,18,735,6,3567,3,3513.5,3213,3665,3102,4423,1685,2270,61,20,17.39,Large Urban,24.489795918367346,Third,Fourth,Urban
S01012874,22,712,2,849,1,743,678,752,1734,2353,4337,1478,461,229,39.13,Large Urban,30.89887640449438,Most deprived,Second,Urban
S01012875,14,562,3,1412,2,1188,1681,1395,1634,3907,1539,1926,96,0,16,Large Urban,24.91103202846975,Most deprived,Third,Urban
S01012876,20,735,2,1180,1,953,756,1180,1668,5889,2370,1232,255,229,18.18,Large Urban,27.210884353741495,Most deprived,Least deprived,Urban
S01012877,18,662,3,1685,2,1265,1172,1719.5,2143,5493,3445,2976,161,105,12.5,Large Urban,27.190332326283983,Most deprived,Fourth,Urban
S01012878,26,1219,10,6290,5,6563,5836,5894,5932,3912,1916,5496,36,0,3.28,Large Urban,21.32895816242822,Least deprived,Third,Urban
S01012879,29,683,9,5696,5,5417,4567,4866,5947,6817,2031,3659,76,23,6.25,Large Urban,42.4597364568082,Fourth,Least deprived,Urban
S01012880,27,872,9,6243,5,5400.5,5643,4960,6544,6275,4622,5455.5,79,0,11.76,Large Urban,30.96330275229358,Fourth,Least deprived,Urban
S01012881,23,937,9,5962,5,5028,4397,5054,5720,6593,6522,5424,34,0,0,Large Urban,24.54642475987193,Fourth,Least deprived,Urban
S01012882,16,586,2,1128,1,846,822,1201,1852,3560,2872,1869,440,211,19.05,Large Urban,27.303754266211605,Most deprived,Third,Urban
S01012883,19,602,1,190,1,177,145,139,1056,3608,507,670,400,231,30.43,Large Urban,31.561461794019937,Most deprived,Third,Urban
S01012884,13,482,3,1722,2,1588,1220,1539.5,4913,3359,728,1121,268,107,0,Large Urban,26.970954356846473,Second,Third,Urban
S01012885,18,447,1,172,1,246,338,328,13,4179,219,472,412,297,20,Large Urban,40.26845637583892,Most deprived,Third,Urban
S01012886,22,723,9,6141,5,6160,5110,5413,6303,2771,6340,4854,34,22,14.29,Large Urban,30.428769017980635,Least deprived,Second,Urban
S01012887,26,720,9,5791,5,5003,4291,4971,5777,5262,6337,6413,104,26,0,Large Urban,36.11111111111111,Fourth,Fourth,Urban
S01012888,29,822,10,6512,5,5763,5011,6039.5,6339,4865,5937,6165,27,0,0,Large Urban,35.27980535279805,Least deprived,Fourth,Urban
S01012889,20,1096,7,4322,4,4211,4168,4241.5,5139,1192,4935,4946,36,25,3.57,Large Urban,18.24817518248175,Fourth,Most deprived,Urban
S01012890,15,818,2,928,1,867,748,865,1948,1785,3647,1539,306,204,29.17,Large Urban,18.33740831295844,Most deprived,Second,Urban
S01012891,17,568,3,1861,2,1556,1567,2461,2205,2248,1673,1733,112,106,20,Large Urban,29.929577464788732,Second,Second,Urban
S01012892,35,1231,1,623,1,714,535,642,679,2661,2380,891,166,319,30,Large Urban,28.43216896831844,Most deprived,Second,Urban
S01012893,24,778,1,479,1,580,661,499,303,3785,1353,560,217,307,24.39,Large Urban,30.848329048843187,Most deprived,Third,Urban
S01012894,30,2107,8,5343,4,5424,3974,5435,4920,2016,6029,5768,47,35,1.71,Other Urban,14.238253440911247,Fourth,Second,Urban
S01012895,29,551,8,4971,4,6107,5375,6183,5914,598,776,5239.5,47,0,0,Other Urban,52.63157894736842,Least deprived,Most deprived,Urban
S01012896,11,786,2,1296,1,1190,996,838,4306,2013,4848,1431.5,140,44,11.11,Other Urban,13.994910941475828,Most deprived,Second,Urban
S01012897,18,571,8,5110,4,5283,5058,5869,5160,680,5357,6242,13,0,0,Other Urban,31.523642732049037,Fourth,Most deprived,Urban
S01012898,11,573,9,5878,5,5902,6621,6633,5356,763,6928,6513,0,0,0,Other Urban,19.19720767888307,Least deprived,Most deprived,Urban
S01012899,9,493,2,837,1,1023,809,454,2792,1772,1701,3920,156,158,20,Other Urban,18.255578093306287,Most deprived,Second,Urban
S01012900,71,1037,4,2533,2,2731,1545,3498,5438,790,1029,4939,65,39,7.89,Other Urban,68.46673095467695,Second,Most deprived,Urban
S01012901,10,668,6,3517,3,3508,2990,3272,3513,2705,4454,3698,83,146,21.05,Other Urban,14.97005988023952,Third,Second,Urban
S01012902,9,704,5,3123,3,3270,2717,2333,3829,3367,5121,3037,83,19,9.09,Other Urban,12.78409090909091,Third,Third,Urban
S01012903,11,782,4,2771,2,2721,2312,2767,2649,3369,4333,1887,126,123,10,Other Urban,14.066496163682864,Second,Third,Urban
S01012904,11,773,5,2909,3,2602,2402,3153,2941,4555,1727,3484,117,190,15.79,Other Urban,14.23027166882277,Second,Fourth,Urban
S01012905,11,610,3,1844,2,1823,1395,1831,2760,2153,2789,1476,61,69,17.65,Other Urban,18.0327868852459,Second,Second,Urban
S01012906,17,837,7,4279,4,3483,3263,3810,5821,3778,6205,1611,80,48,21.05,Other Urban,20.31063321385902,Third,Third,Urban
S01012907,20,820,5,3083,3,2382,2322,2630,4663,6280,3466,3239,87,108,11.54,Other Urban,24.390243902439025,Second,Least deprived,Urban
S01012908,19,683,4,2762,2,2769,1785,2531,2781,6616,2749,2833,170,187,15,Other Urban,27.81844802342606,Second,Least deprived,Urban
S01012909,16,565,4,2571,2,2055,1529,2464,4579,5209,2769,4495,138,77,20,Other Urban,28.31858407079646,Second,Fourth,Urban
S01012910,14,872,3,1596,2,1356,1052,1251,3117,4920,3645,2733,283,84,19.05,Other Urban,16.055045871559635,Most deprived,Fourth,Urban
S01012911,24,708,6,4003,3,3676,2690,3895,3655,5054,3642,4186,79,67,5.26,Other Urban,33.898305084745765,Third,Fourth,Urban
S01012912,22,705,4,2232,2,2018,1597,1860,3462,6823,1676,2992,163,69,31.25,Other Urban,31.20567375886525,Second,Least deprived,Urban
S01012913,20,798,6,3746,3,3126,2374,3421,4360,6506,3966,3197,135,0,22.22,Other Urban,25.062656641604008,Third,Least deprived,Urban
S01012914,16,894,6,3684,3,3303,3143,3574,3380,3742,4058,4073,128,32,5,Other Urban,17.89709172259508,Third,Third,Urban
S01012915,25,1004,7,4306,4,3574,3260,4549,4344,3551,3404,5886,64,41,9.38,Other Urban,24.9003984063745,Third,Third,Urban
S01012916,15,644,6,3497,3,3647,2502,2971,5237,3521,1877,3753,62,0,0,Other Urban,23.291925465838503,Third,Third,Urban
S01012917,10,682,10,6693,5,6580,5159,6578,6363,3452,5351,6673,5,26,16.67,Other Urban,14.66275659824047,Least deprived,Third,Urban
S01012918,6,481,7,4232,4,3610,3259,3300,5673,4902,5449,2553,98,54,0,Other Urban,12.474012474012476,Third,Fourth,Urban
S01012919,7,462,6,4019,3,3803,3370,3422,4623,3791,3811,2297,133,35,5.88,Other Urban,15.151515151515152,Third,Third,Urban
S01012920,11,573,9,6244,5,6165.5,4881,5820,6675,2646,5732,6213,24,109,0,Other Urban,19.19720767888307,Least deprived,Second,Urban
S01012921,15,669,5,2858,3,2308,2743,2444,3257,5635,4196,2476.5,94,45,19.05,Other Urban,22.42152466367713,Second,Least deprived,Urban
S01012922,19,1304,7,4642,4,4382,3798,3701,5164,3877,4540,4108,37,42,2.13,Other Urban,14.570552147239264,Fourth,Third,Urban
S01012923,14,679,6,4151,3,4285,3659,3930,4290,2060,4505,2400,97,66,8.33,Other Urban,20.61855670103093,Fourth,Second,Urban
S01012924,6,518,5,3152,3,2861,3314,2802,4182,2573,2728,5018,66,26,16.67,Other Urban,11.583011583011585,Third,Second,Urban
S01012925,8,488,8,5469,4,5027,5366,5211,6184,1880,5057,4997,44,68,0,Other Urban,16.393442622950822,Fourth,Second,Urban
S01012926,12,671,6,3545,3,3702,3516,3132,4838,1603,3486,2989,130,66,15,Other Urban,17.883755588673623,Third,Second,Urban
S01012927,9,704,6,4132,3,3932,3319,4034,3917,3518,3847,2449,26,39,6.25,Other Urban,12.78409090909091,Third,Third,Urban
S01012928,30,844,7,4520,4,4917,4686,5297,4798,3153,117,4546,13,19,15.38,Other Urban,35.54502369668246,Fourth,Third,Urban
S01012929,15,702,8,5018,4,4838,3657,4262,5581,4331,3400,4630,58,23,0,Other Urban,21.36752136752137,Fourth,Fourth,Urban
S01012930,34,832,3,1421,2,1818,676,1149,3323,5899,192,4403,471,723,5.88,Other Urban,40.86538461538461,Second,Least deprived,Urban
S01012931,26,915,5,3087,3,2947,2977,2500,4056,3237,3124,4314,77,44,7.41,Other Urban,28.41530054644809,Third,Third,Urban
S01012932,15,542,8,5052,4,4330,4548,4586,5432,2923,5263,5919.5,63,123,14.29,Other Urban,27.675276752767527,Fourth,Third,Urban
S01012933,23,732,5,3145,3,3433,2896,2452,3150,3806,3949,2883,85,63,6.67,Other Urban,31.420765027322403,Third,Third,Urban
S01012934,43,747,3,2017,2,2016,1952,2036,3326,4600,118,3551,76,44,15.79,Other Urban,57.56358768406961,Second,Fourth,Urban
S01012935,20,851,6,3710,3,3535,2815,3369,4329,2779,5468,3027,63,53,5.56,Other Urban,23.501762632197416,Third,Second,Urban
S01012936,17,823,6,3948,3,3651.5,2491,3709,4989,4229,3291,2897,209,98,13.64,Other Urban,20.656136087484818,Third,Fourth,Urban
S01012937,16,673,6,3583,3,3406,3782,3735,3854,1654,2885,4962,65,0,11.11,Other Urban,23.7741456166419,Third,Second,Urban
S01012938,21,664,8,5356,4,5287,4519,5583,6604,995,6267,6690,10,0,0,Other Urban,31.626506024096383,Fourth,Most deprived,Urban
S01012939,11,624,9,6220,5,6518,6340,6275,6471,998,6928,6847,6,0,0,Other Urban,17.628205128205128,Least deprived,Most deprived,Urban
S01012940,12,672,9,6079,5,6643,6219,6339.5,6333,812,5976,6723,25,0,0,Other Urban,17.857142857142858,Least deprived,Most deprived,Urban
S01012941,19,742,9,5940,5,6947,6016,5778,6900,826,3978,6915,9,0,0,Other Urban,25.606469002695416,Least deprived,Most deprived,Urban
S01012942,15,737,4,2121,2,2160,1783,1917.5,3011,1690,5776,1807,90,58,4.76,Other Urban,20.3527815468114,Second,Second,Urban
S01012943,19,747,8,4996,4,4496.5,4049,5483,5103,1746,4977,6449,81,96,16.67,Other Urban,25.435073627844712,Fourth,Second,Urban
S01012944,11,521,9,5839,5,5932,5248,6098,6419,1084,6016,6770.5,14,0,0,Other Urban,21.11324376199616,Least deprived,Most deprived,Urban
S01012945,37,758,8,5166,4,5608,5234,6319,6571,579,1865,6204,24,22,0,Other Urban,48.812664907651715,Least deprived,Most deprived,Urban
S01012946,20,832,9,6030,5,6940,5379,6286,6245,852,5959,6474,26,18,12,Other Urban,24.03846153846154,Least deprived,Most deprived,Urban
S01012947,8,429,9,6137,5,6750.5,6018,6731,6655,684,5728,6752,30,39,0,Other Urban,18.64801864801865,Least deprived,Most deprived,Urban
S01012948,15,647,10,6398,5,6850,6272,5798,5264,2237,6928,5688.5,17,0,0,Other Urban,23.183925811437405,Least deprived,Second,Urban
S01012949,14,622,9,6052,5,6440,5598,6565,6210,1204,4886,3592.5,30,0,0,Other Urban,22.508038585209004,Least deprived,Most deprived,Urban
S01012950,23,821,9,6215,5,6670.5,5861,6646,6700,1072,4471,6140,34,0,0,Other Urban,28.014616321559075,Least deprived,Most deprived,Urban
S01012951,17,1285,10,6428,5,6749,6671,6904,6740,847,6542,6493,6,10,0,Other Urban,13.229571984435797,Least deprived,Most deprived,Urban
S01012952,31,744,9,5820,5,6660,6477,6625,6499,455,4215,6078,35,0,0,Accessible Rural,41.666666666666664,Least deprived,Most deprived,Rural
S01012953,12,606,9,5672,5,5468,5214,4888,6652,2017,6928,5125,16,25,0,Other Urban,19.8019801980198,Fourth,Second,Urban
S01012954,8,453,10,6348,5,6685,4570,6778,5230,2543,6685,3812,24,0,7.14,Other Urban,17.660044150110377,Least deprived,Second,Urban
S01012955,16,1080,8,4988,4,6217.5,5367,5433,5517,1162,600,5471,14,13,0,Other Urban,14.814814814814817,Least deprived,Most deprived,Urban
S01012956,22,1076,4,2532,2,2170,2397,2243,3914,5410,1654,1948,106,68,17.39,Other Urban,20.44609665427509,Second,Fourth,Urban
S01012957,14,625,5,2875,3,2540,2890,2841,3358,2905,2857,3152,207,25,20,Other Urban,22.4,Second,Third,Urban
S01012958,18,528,6,3675,3,3296,3132,3758,3727,3193,3551,2763,55,30,6.25,Other Urban,34.090909090909086,Third,Third,Urban
S01012959,7,542,7,4874,4,4184.5,3931,4757,4465,4035,4220,4649,50,51,0,Other Urban,12.915129151291511,Third,Third,Urban
S01012960,11,527,6,3661,3,3385,2773,3195,4296,3191,5210,4940.5,106,101,12.5,Other Urban,20.872865275142317,Third,Third,Urban
S01012961,9,477,9,6024,5,6317,4805,5567,5105,2567,6928,6417,30,33,0,Other Urban,18.867924528301884,Least deprived,Second,Urban
S01012962,11,608,10,6391,5,6061,4949,6358,6202,2756,6502,6574,49,31,6.25,Other Urban,18.092105263157897,Least deprived,Second,Urban
S01012963,17,819,10,6356,5,5754,5965,6710.5,5792,2102,6651,6754,45,0,11.11,Other Urban,20.75702075702076,Least deprived,Second,Urban
S01012964,9,633,10,6510,5,6841,5476,6614,6560,1614,6779,6144,25,19,5.56,Other Urban,14.218009478672984,Least deprived,Second,Urban
S01012965,15,826,5,3468,3,3236,1735,3572,4925,4196,2532,4741,95,37,11.54,Other Urban,18.159806295399516,Third,Fourth,Urban
S01012966,20,1288,9,5725,5,4863,4167,5331,4883,6340,5246,5758,35,48,5.08,Other Urban,15.527950310559008,Fourth,Least deprived,Urban
S01012967,5,472,4,2545,2,2118,1848,3137,2109,5981,3214,1668,43,35,27.78,Other Urban,10.59322033898305,Second,Least deprived,Urban
S01012968,5,644,3,2082,2,2286,1907,1586,1679,5084,3361.5,4752.5,107,71,14.29,Other Urban,7.763975155279503,Second,Fourth,Urban
S01012969,10,727,3,1719,2,1449,937,1699,2623,5221,2774,2608,268,47,24.14,Other Urban,13.75515818431912,Second,Fourth,Urban
S01012970,9,542,4,2245,2,3182,1602,2490.5,1488,1676,3349,3969.5,70,63,10,Other Urban,16.605166051660518,Third,Second,Urban
S01012971,13,753,3,1650,2,1271,1459,1950,1710,4218,2708,1429,91,77,19.05,Other Urban,17.264276228419654,Most deprived,Fourth,Urban
S01012972,14,800,3,1764,2,1440.5,1424,2410,1523,2549,3023,3115,107,140,16.67,Other Urban,17.5,Second,Second,Urban
S01012973,11,806,5,3364,3,3666,2456,3319,2654,3242,3986,4838,59,21,9.09,Other Urban,13.647642679900745,Third,Third,Urban
S01012974,30,1244,2,1266,1,1474,572,1211,2150,3342,1261,2968,204,130,19.51,Other Urban,24.115755627009644,Second,Third,Urban
S01012975,7,575,3,1892,2,1712,1650,1853,1978,3694,2594,3168,66,107,19.23,Other Urban,12.17391304347826,Second,Third,Urban
S01012976,9,493,4,2327,2,1923,2295,2111,3083,5458,2008,2932,23,32,25,Other Urban,18.255578093306287,Second,Fourth,Urban
S01012977,5,652,3,1923,2,2024.5,1613,2348,1407,3339,1323,2395,132,141,32,Other Urban,7.668711656441718,Second,Third,Urban
S01012978,11,767,3,1883,2,1775,1185,1985,1886,4791,2359,2790.5,203,140,14.29,Other Urban,14.341590612777052,Second,Fourth,Urban
S01012979,10,662,5,2968,3,3295,2104,2684.5,3651,2873,2480,4987,62,25,35.29,Other Urban,15.105740181268883,Third,Third,Urban
S01012980,7,618,4,2366,2,1867,2979,2463,2500,3151,3729,2009,46,0,29.17,Other Urban,11.326860841423947,Second,Third,Urban
S01012981,15,694,5,3008,3,3030,2401,2693,3507,4222,2468,2888,131,133,12.5,Other Urban,21.613832853025936,Third,Fourth,Urban
S01012982,14,727,5,3340,3,2983,3150,3562,2636,3846,3504,2962,86,20,4.35,Other Urban,19.257221458046768,Third,Third,Urban
S01012983,19,720,9,5713,5,5317,3973,6377,5195,4049,2433,5752,71,23,10,Other Urban,26.38888888888889,Fourth,Third,Urban
S01012984,12,624,6,3866,3,3408,3058,4067,3546,5578,1679,3645,68,70,7.14,Other Urban,19.230769230769234,Third,Fourth,Urban
S01012985,16,764,7,4253,4,3968,3549,4189,2878,5563,3255,3750,20,81,9.09,Other Urban,20.942408376963353,Third,Fourth,Urban
S01012986,22,858,4,2726,2,3414,1561,2226,3398,5400,1576.5,3722,194,125,10.71,Other Urban,25.64102564102564,Third,Fourth,Urban
S01012987,23,753,5,3064,3,2314,3051,3165,2668,4378,5537,3313,35,0,27.78,Other Urban,30.54448871181939,Second,Fourth,Urban
S01012988,23,893,5,2857,3,2581,2208,2749,3089,3537,4895,3744,146,35,16.67,Other Urban,25.7558790593505,Second,Third,Urban
S01012989,22,981,6,3812,3,3152,2646,3974,4151,3528,5702,3101,81,53,26.09,Other Urban,22.426095820591232,Third,Third,Urban
S01012990,13,554,5,2888,3,2144,1937,2709,3800,6510,5312.5,2669,53,91,14.29,Other Urban,23.465703971119133,Second,Least deprived,Urban
S01012991,23,782,4,2584,2,2373,2289,2687,2843,4456,1659,2844,67,83,20,Other Urban,29.41176470588235,Second,Fourth,Urban
S01012992,24,738,5,3217,3,2706,2204,2959,4695,5120,3150,2686,132,84,25,Other Urban,32.520325203252035,Second,Fourth,Urban
S01012993,17,699,4,2173,2,2264,1420,2616,1998,2803,2220,3499,292,210,14.29,Other Urban,24.320457796852647,Second,Third,Urban
S01012994,23,836,3,2060,2,2042,1614,1506,3352,3925,3165,2442,170,32,8.7,Other Urban,27.51196172248804,Second,Third,Urban
S01012995,10,718,5,3331,3,3984.5,3072,2987,3215,1367,5437,5206,70,0,5.56,Other Urban,13.927576601671309,Third,Most deprived,Urban
S01012996,10,590,4,2600,2,2934.5,2915,3382,2117,1249,1894,2184,50,143,9.68,Other Urban,16.949152542372882,Third,Most deprived,Urban
S01012997,6,452,5,2974,3,3189,3290,3346,2959,1022,4500,1666,65,0,13.33,Other Urban,13.27433628318584,Third,Most deprived,Urban
S01012998,38,992,5,3026,3,2980,2395,2762,5071,2750,1947,2958,211,30,14.71,Other Urban,38.306451612903224,Third,Second,Urban
S01012999,11,463,4,2548,2,2639,2095,2699,2855,2078,3474,3347,103,118,62.5,Other Urban,23.758099352051836,Second,Second,Urban
S01013000,17,667,4,2254,2,2083,1533,1978.5,3811,4108,2377,3618,356,370,17.39,Other Urban,25.487256371814095,Second,Third,Urban
S01013001,16,381,8,5197,4,6437,6019,6056.5,5409,271,4972.5,5004,51,0,25,Accessible Rural,41.99475065616798,Least deprived,Most deprived,Rural
S01013002,32,536,8,4942,4,5491,6515,5712,5489,278,4849,4540,19,0,7.69,Accessible Rural,59.701492537313435,Fourth,Most deprived,Rural
S01013003,18,675,10,6354,5,6869,6526,6701,6846,772,6557,6955,0,0,0,Accessible Rural,26.666666666666668,Least deprived,Most deprived,Rural
S01013004,28,656,8,5305,4,4633,4017,5311,6309,2076,6541,6760,38,59,10,Accessible Rural,42.6829268292683,Fourth,Second,Rural
S01013005,35,734,7,4822,4,6240,6176,4967,6103,689,619,5297,66,25,0,Accessible Rural,47.68392370572207,Least deprived,Most deprived,Rural
S01013006,33,675,7,4776,4,5762,6357,4787,5263,407,3208,6299,6,26,0,Accessible Rural,48.88888888888889,Least deprived,Most deprived,Rural
S01013007,28,923,9,5720,5,5725,5340,5712,6746,1132,5815,6132,47,0,0,Accessible Rural,30.335861321776814,Least deprived,Most deprived,Rural
S01013008,31,787,8,5301,4,4873,4892,4158,6221,2942,6391,6112,36,0,5.26,Accessible Rural,39.39008894536213,Fourth,Third,Rural
S01013009,18,588,7,4233,4,3475,3883,3929,5047,3760,2823,4366,91,32,13.33,Accessible Rural,30.612244897959183,Third,Third,Rural
S01013010,30,644,9,5731,5,6307,6371,6462.5,6706,484,4604,5202,47,26,0,Accessible Rural,46.58385093167701,Least deprived,Most deprived,Rural
S01013011,22,712,9,6019,5,5300,5772,4948,6199,4846,4037,6115,76,70,10,Accessible Rural,30.89887640449438,Fourth,Fourth,Rural
S01013012,24,779,8,4983,4,4279,4286,3997,5000,6735,3840,3516,57,0,0,Accessible Rural,30.808729139922978,Fourth,Least deprived,Rural
S01013013,33,875,9,5864,5,5631,5339,5446,5757,4633,1803,5427,36,42,0,Accessible Rural,37.714285714285715,Least deprived,Fourth,Rural
S01013014,27,787,9,5599,5,4669,5130,5111,5819,3789,5024,5314,46,0,5.88,Accessible Rural,34.30749682337993,Fourth,Third,Rural
S01013015,27,821,8,5129,4,6446,6253,5812,6323,133,6643,4499,49,0,8,Accessible Rural,32.886723507917175,Least deprived,Most deprived,Rural
S01013016,33,627,7,4870,4,5242,6077,6084,5730,287,2981,6854,32,30,20,Accessible Rural,52.63157894736842,Fourth,Most deprived,Rural
